FEN,Movimientos
r3r1k1/1pp2ppp/1p1p4/4P1q1/8/1Q3R2/PPP2PPP/4R1K1 b - - 0 23,e8e5 b3f7 g8h8 f7f8 a8f8 f3f8
2r3k1/1p3ppp/2q5/p2n4/5PP1/2N3QP/PP6/1K2R3 w - - 1 25,c3d5 c6c2 b1a1 c2c1 e1c1 c8c1
Q7/1Q5p/6pk/4p3/5p2/5K1P/6P1/3q4 w - - 2 45,f3e4 d1d4 e4f3 d4e3 f3g4 e3g3
1rr3k1/4R1pp/1p3p2/pN3P2/n7/2P3P1/1P5P/4R1K1 b - - 1 28,c8c5 e7e8 b8e8 e1e8 g8f7 b5d6
2kr3r/Qp3p2/2pp4/7p/2BBPq2/2PP4/PP5P/R6K w - - 2 25,d4h8 f4f3 h1g1 d8g8 h8g7 g8g7
5r2/6kp/2QR1pq1/5Rp1/1P6/5P2/6PP/7K w - - 8 46,f5f6 g6b1 c6c1 b1c1 d6d1 c1d1
b1r3k1/p4ppp/4p3/1P2N3/3Q4/8/4qPPP/4R1K1 w - - 0 27,e1e2 c8c1 d4d1 c1d1 e2e1 d1e1
5rk1/2Q2ppp/3P4/3Bpb2/8/2R3P1/1r3q1P/2R4K b - - 1 30,e5e4 c7f7 f8f7 c3c8 f5c8 c1c8
kr6/p1p2pp1/2p1P3/2B2P1p/2RP4/4R3/r5PP/6K1 w - - 1 27,e6e7 b8b1 c4c1 b1c1 e3e1 c1e1
3Q4/7p/4pkpP/3p4/2pP4/p1P3P1/2q2P1K/1r6 b - - 5 39,f6f5 d8f8 f5e4 f8f4 e4d3 f4e3
r4rk1/p1p3pp/4N1q1/b2Q4/3P4/5N2/PP3PPP/R1B2bK1 w - - 1 17,g1f1 g6d3 f1g1 d3d1 f3e1 d1e1
1k5r/pp5p/3b2p1/8/2QPqn2/7P/PR4P1/2R3K1 b - - 1 34,d6a3 c4c7 b8a8 c7c8 h8c8 c1c8
7r/1p4k1/2P2bp1/p3p3/2Pp2q1/P2P1pN1/3B1P2/R3Q1K1 w - - 2 36,e1e4 h8h1 g1h1 g4h3 h1g1 h3g2
1k2r3/ppb3p1/7p/8/8/4BRPP/Pq3P2/2R3K1 b - - 0 30,e8e3 f3f8 e3e8 f8e8 c7d8 e8d8
r4rk1/1p5p/2p1B1p1/6P1/pp1qP3/8/PPP1Q3/1K5R b - - 1 25,g8h8 h1h7 h8h7 e2h2 h7g7 h2h6
5rkr/ppp1R2p/6p1/8/8/2P3Q1/Pq3PPP/4R1K1 w - - 2 28,g3e5 b2f2 g1h1 f2f1 e1f1 f8f1
4R3/p1p1R1pp/2p2r2/7k/8/3P2P1/PPP2r2/6K1 w - - 0 32,e7g7 f2f1 g1h2 f6f2 h2h3 f1h1
5r1k/Q5p1/6qp/4R3/3P4/1Pr1RpP1/P4P1P/7K w - - 0 38,e3c3 g6b1 c3c1 b1c1 e5e1 c1e1
2r3k1/p5pp/4Np2/1pr5/2n1P3/R5PP/PP3P2/1K2R3 w - - 9 27,a3a7 c4d2 b1a1 c5c1 e1c1 c8c1
2rr1k2/pb4p1/1pnbppP1/q1ppn2Q/8/BPPBP3/P2P1PP1/RN3RK1 b - - 3 19,e5d3 h5h8 f8e7 h8g7 e7e8 g7f7
B2q3k/p2p3p/bp6/2pNp3/Q7/8/PPP3PP/2KR1r2 w - - 2 24,a4a6 d8g5 d5e3 g5e3 c1b1 f1d1
R7/5p1k/4p1p1/7p/1b3Pnq/1P1QP2P/6P1/2R3K1 w - - 0 28,c1c7 h4f2 g1h1 f2e1 d3f1 e1f1
r2k4/3B2Rp/p7/4N3/3P4/q3PN2/2b2PPP/2R3K1 w - - 1 32,c1c2 a3a1 c2c1 a1c1 f3e1 c1e1
6k1/1pb3pp/p1p1r2r/P1Pp1p2/1P1PqP2/4P1PP/4Q2K/R1B3R1 w - - 5 29,a1a2 h6h3 h2h3 e6h6 e2h5 h6h5
5r1k/6pp/8/1p6/8/4P1Q1/2q2PPP/3R2K1 w - - 8 33,g3d6 c2f2 g1h1 f2f1 d1f1 f8f1
3r2k1/2p2ppp/8/1Q6/2b5/8/PPP3qP/2K2R2 w - - 0 23,b5c4 g2d2 c1b1 d2d1 f1d1 d8d1
r1b2rk1/pp3p1p/1qn5/2bpP3/3N2pB/1BP2N2/PP3QPP/R5K1 b - - 3 19,g4f3 f2g3 c8g4 g3g4 g8h8 h4f6
1r3rk1/1b3q2/3R3p/p1p1P1n1/2P3Q1/5N2/P4PPP/R5K1 w - - 3 26,f3g5 f7f2 g1h1 f2f1 a1f1 f8f1
1r3rk1/4npb1/b1p2qpB/p1p2pN1/4NR1Q/3p4/PPP3PP/1R5K b - - 3 20,f6e5 h6g7 e5g7 e4f6 g7f6 h4h7
r2b2rk/2q3pB/3p1n2/p3p3/1p6/4BPRQ/PPP4P/1K4R1 b - - 0 28,f6h7 h3h7 h8h7 g3h3 d8h4 h3h4
1b4r1/1p1r3k/p1p1q1pp/P4p2/3B3P/4PN2/5KQ1/7R b - - 0 35,b8c7 f3g5 h6g5 h4g5 c7h2 g2h2
r2qkbnr/1p3pp1/p3P2p/3pP3/3P4/5QP1/PP5P/RNB2bK1 b kq - 0 15,f7f6 f3h5 g7g6 h5g6 e8e7 g6f7
6k1/5p2/6r1/1bP5/3Bp3/2R5/4qPP1/R5K1 b - - 4 43,e4e3 a1a8 b5e8 a8e8 g8h7 e8h8
5rk1/3R3p/1r3p2/3R4/4PP2/p5P1/K5BP/8 w - - 0 35,a2a3 f8a8 d7a7 a8a7 d5a5 a7a5
4r1k1/1p3ppp/1q6/3p4/Q3r3/4b1B1/PP3PPP/3RR1K1 w - - 0 21,a4d7 e3f2 g3f2 e4e1 d1e1 e8e1
8/3N2b1/7p/8/4P3/2k2P1P/2p5/2K5 w - - 4 49,e4e5 h6h5 f3f4 g7h6 h3h4 h6f4
rn4k1/pb3ppp/1pqb1p2/2p2N2/3P4/2P2BP1/PP3P1P/R1B1Q1K1 b - - 0 15,c6f3 e1e8 d6f8 f5e7 g8h8 e8f8
2k5/pb1n1r1p/5N2/1p1pP3/3P4/P1B4Q/1Pq3PP/R5K1 w - - 4 27,f6d7 c2f2 g1h1 f2f1 a1f1 f7f1
3r2k1/5pp1/p3p3/2q1P1Q1/2p2P2/P1Pr1R1P/1P4P1/1R5K w - - 1 30,f3g3 d3d1 b1d1 d8d1 h1h2 c5g1
rnbqkb1r/pppnp1p1/3pp3/8/7N/7P/PPPPBPP1/RNBQK2R b KQkq - 0 7,h8h4 e2h5 h4h5 d1h5 g7g6 h5g6
8/8/1R6/5ppk/2p1B2n/2P2PK1/PP1r3P/8 w - - 2 36,e4c6 d2g2 g3h3 g5g4 f3g4 f5g4
5k1r/4qppp/8/2n5/1pP1PQ2/1B1r3P/6P1/R4RK1 b - - 7 30,c5b3 a1a8 d3d8 a8d8 e7d8 f4f7
k4b1r/ppq2Qp1/2pr3p/3pR2P/PP1P4/2PN1P2/6P1/4R1K1 b - - 0 31,c7f7 e5e8 f7e8 e1e8 d6d8 e8d8
2r2k2/1p3pp1/p4pnp/8/2P1Q3/1P5P/P2q2PK/1B2R3 b - - 2 30,g6f4 e4e7 f8g8 e7e8 c8e8 e1e8
3r2k1/p4ppp/8/8/P5n1/1P2PQK1/3q4/5R2 b - - 2 31,g4e3 f3f7 g8h8 f7f8 d8f8 f1f8
k5r1/1p1q4/1p4rp/p2p4/P2P2Qp/1R2b2P/R1P2PP1/6K1 w - - 0 32,g4d7 g6g2 g1f1 g2f2 f1e1 g8g1
r3r1k1/5ppp/2q5/2p5/2Q4P/P3b1P1/1PP4K/R4R2 b - - 3 25,e8e4 c4f7 g8h8 f7f8 a8f8 f1f8
1r4k1/3Q1ppp/2p1p3/2B5/2b5/PP3PN1/KPq3PP/4R3 w - - 1 30,e1e3 c4b3 e3b3 c2b3 a2a1 b3b2
1k4r1/p1pp1p1p/Bpn3r1/3Q4/3N3q/2P3PP/P4P2/R1B2RK1 w - - 1 21,d4f3 g6g3 f2g3 h4g3 g1h1 g3g2
2Rr1bk1/7p/4p1p1/1pRp1p2/3P4/4PQ2/rP3PPP/6K1 w - - 2 24,c8d8 a2a1 c5c1 a1c1 f3d1 c1d1
5rk1/pp1n2p1/5q1p/4p3/8/N1P5/PP1Q2PP/R5K1 w - - 2 25,d2d7 f6f2 g1h1 f2f1 a1f1 f8f1
r1r4k/1p2Nppp/8/3Pp3/PB2n3/3B1q2/1K6/R6R b - - 5 32,f3d3 h1h7 h8h7 a1h1 d3h3 h1h3
6k1/1qp2pp1/3b3p/p7/8/1PPQ1PPP/1P2R1K1/4r3 b - - 0 35,e1a1 e2e8 d6f8 e8f8 g8f8 d3d8
r5k1/5ppp/RQprq3/1p2p2n/1P2P3/2PP1R1P/1P1N2P1/6K1 b - - 0 22,a8a6 b6b8 d6d8 b8d8 e6e8 d8e8
1rb3k1/2b2ppp/2q5/1pNp4/1PB1p3/2P1P1P1/1B1Q1P1P/3R2K1 b - - 0 31,d5c4 d2d8 c7d8 d1d8 c6e8 d8e8
6k1/pp1bN1br/8/4p2p/3p1B2/3B2P1/P5P1/6K1 b - - 1 30,g8h8 e7g6 h8g8 d3c4 d7e6 c4e6
2r3k1/1R3Rp1/p5rp/1p2P3/1B1N1P2/4n3/P5PP/6K1 w - - 5 30,e5e6 g6g2 g1h1 c8c1 b4e1 c1e1
3r1rk1/ppQ2Rpp/8/8/3q4/1P5P/P5P1/5R1K b - - 2 22,f8f7 c7f7 g8h8 f7f8 d8f8 f1f8
7k/1R4p1/p7/2P1p2q/3bP3/5r2/PPQ3PP/7K w - - 0 37,g2f3 h5f3 c2g2 f3d1 g2f1 d1f1
8/8/5R2/6pk/2r1p3/P2n3P/3K1PP1/8 b - - 4 43,d3f4 g2g4 h5h4 f6h6 f4h5 h6h5
5r1k/p2q1ppp/1p2pN2/3pQ3/P7/3R4/1Pr2PPP/6K1 w - - 2 22,f6d7 c2c1 d3d1 c1d1 e5e1 d1e1
5rk1/1pp2r2/p3b1Bp/2b1B1pq/2P3p1/1P2P2P/P1Q2P2/4RRK1 b - - 1 23,h5h3 g6h7 f7h7 c2g6 h7g7 g6g7
2rq1rk1/5p1p/p3R1Nn/1p1p2b1/3P4/2PQ3P/PPB2PP1/R5K1 b - - 0 22,h7g6 e6g6 f7g6 d3g6 g8h8 g6h7
r4r1k/2p3pp/p7/1p1BR3/3Pn2q/1PP5/P4PPP/R1BQ2K1 w - - 1 23,d5e4 h4f2 g1h1 f2f1 d1f1 f8f1
7R/pQ3ppp/5k2/2b2q2/4n3/8/PP3PPP/R5K1 w - - 2 24,a1f1 c5f2 f1f2 f5f2 g1h1 f2e1
2r3k1/p3q1pp/2p3p1/4P3/6P1/2P2Q1P/PP4K1/5R2 b - - 0 23,e7e5 f3f7 g8h8 f7f8 c8f8 f1f8
r2r2k1/1p1bqp1p/p4p2/3Pp2N/R6P/5B2/2PQ1PP1/6K1 b - - 4 26,d7a4 d2h6 e7f8 h5f6 g8h8 h6h7
r4rk1/2pb1p2/7p/3Pp1P1/1p2Pp2/1BPq1P2/1P4Q1/2K3RR b - - 2 27,b4c3 g5h6 d7g4 g2g4 g8h8 g4g7
6k1/2p1Nppp/p2p2q1/2pQ1b2/2P5/5P2/P1P1r1PP/2R3K1 b - - 5 21,e2e7 d5a8 f5c8 a8c8 e7e8 c8e8
3r2k1/2p2ppp/Q7/8/2B1P3/4PP2/PPP2q1P/2K4R w - - 2 18,a6a3 f2d2 c1b1 d2d1 h1d1 d8d1
3r2k1/Q4ppp/2p5/3Rr3/8/2q5/P4RPP/6K1 b - - 0 24,e5d5 a7f7 g8h8 f7f8 d8f8 f2f8
5r2/PP3qk1/1R1p2pp/2pPp3/8/1Q2P3/6PP/6K1 w - - 1 42,b3d1 f7f2 g1h1 f2f1 d1f1 f8f1
1k6/pppnr2r/3bp3/3pBp2/3P4/1N3P2/PPP5/1K1R2R1 b - - 1 31,d6e5 g1g8 d7f8 g8f8 e7e8 f8e8
6k1/1Q3pp1/5n1p/1P1p4/2q5/5N2/3R1PPP/6K1 w - - 3 29,b5b6 c4c1 d2d1 c1d1 f3e1 d1e1
r5k1/1bpq1rpp/p2p2p1/1p6/3Q1P2/P1B5/1PP1R1PP/4R2K b - - 7 24,d7g4 e2e8 a8e8 e1e8 f7f8 d4g7
2kr3r/1ppb1p2/1pn1p3/1B2P3/5B2/P1P1P3/1PQR2P1/3R1K1q w - - 5 32,f1e2 h1g2 e2e1 h8h1 b5f1 g2f1
3r2k1/p2b1ppp/1q2p3/8/2Q5/5B1P/5PP1/2R3K1 b - - 0 26,d8c8 c4c8 d7c8 c1c8 b6d8 c8d8
R7/P5k1/2N1p2p/3p4/3P2p1/4P1P1/r2n2PK/8 w - - 3 41,a8b8 d2f3 h2h1 a2a1 b8b1 a1b1
2k5/1ppr4/p1n3R1/5Q2/2q5/2PN3P/PP3P2/6K1 b - - 2 30,c4d3 g6g8 c6d8 g8d8 c8d8 f5f8
3r3k/p5pp/1p2Qp2/8/2B5/8/PPP2qPP/2K4R w - - 0 24,h1e1 f2d2 c1b1 d2d1 e1d1 d8d1
5rk1/pp3rpp/3p4/3qp3/1P1P2Q1/P5PP/4R2K/4R3 w - - 0 31,d4e5 f7f2 e2f2 f8f2 h2g1 d5g2
2r3k1/1p4pp/1q2p3/1p1p4/1P1P1Q1b/P6P/3r2P1/R4RK1 b - - 1 29,d2d4 f4f7 g8h8 f7f8 c8f8 f1f8
6k1/ppp2rpp/1b4q1/4Q3/2B1P3/8/PPpN2PP/3b3K b - - 0 23,g6d6 e5e8 d6f8 c4f7 g8h8 e8f8
k7/P1K5/PP6/4p1p1/6P1/8/3p4/8 b - - 1 56,d2d1q b6b7 a8a7 b7b8q a7a6 b8b6
r1kr4/pp1R2Q1/1b1R3p/8/2p5/5NB1/PP3PPP/1q4K1 w - - 1 27,d6d1 b1d1 d7d1 d8d1 f3e1 d1e1
k7/2K2p2/PP3p2/5P1p/7P/8/4p3/8 b - - 1 47,e2e1q b6b7 a8a7 b7b8q a7a6 b8b6
8/5ppk/2p5/2rq2p1/6Q1/6P1/5PP1/R5K1 b - - 1 39,d5f5 g4h5 h7g8 a1a8 f5c8 a8c8
2Q5/B1p1ppkp/p2r2p1/1p4b1/8/8/PPP2PPP/2K3NR w - - 1 18,f2f4 g5f4 a7e3 f4e3 c1b1 d6d1
1k6/pp5p/2p1rpp1/P1P5/3B1P1q/4P3/1R5P/1R5K b - - 3 31,h4g4 b2b7 b8c8 b7b8 c8d7 b1b7
8/4Q2p/4pppk/8/2p2P1P/3q4/3r2P1/6RK b - - 5 40,c4c3 e7f8 h6h5 g2g4 h5h4 f8h6
8/6p1/8/Pb2p1kp/8/R4K2/4r3/R7 w - - 0 46,a5a6 e5e4 f3g3 h5h4 g3h3 b5d7
2r3k1/1Rq3p1/2r1p2p/p2n1p2/3Q4/P7/5PPP/B1R3K1 w - - 0 30,b7c7 c6c1 c7c1 c8c1 d4d1 c1d1
r2qr1k1/ppp1b2n/3pp2Q/4N3/1n2P3/2N5/PP3PPP/3RR1K1 b - - 2 16,e7f6 h6g6 f6g7 g6f7 g8h8 e5g6
4r1k1/p4p2/1p6/5qp1/2R5/4B1Pp/P4P1P/3Q2K1 w - - 0 34,d1g4 f5b1 c4c1 b1c1 e3c1 e8e1
3r2k1/6pQ/1pq1p3/p1b1P1N1/7P/1P4P1/P4P1K/8 b - - 4 35,g8f8 h7h8 f8e7 h8g7 e7e8 g7f7
5rk1/6b1/1p2R1p1/p1p2rP1/2Pp2Q1/1P4P1/P7/6K1 w - - 1 36,e6g6 f5f1 g1h2 f8f2 h2h3 f1h1
7k/p1p2r1p/1p3Pp1/5n2/2bQ1P2/7P/P3q3/6K1 b - - 5 35,f5e3 d4d8 f7f8 d8f8 c4g8 f8g7
5r1k/6p1/p2R3p/1p1Q4/5q2/1PP2P2/1P2r1PP/3R2K1 w - - 3 27,d6d8 f4e3 g1h1 e2e1 d1e1 e3e1
1r4k1/5ppp/1q6/4P3/8/5R1P/Qp4PK/8 b - - 1 38,b2b1q a2f7 g8h8 f7f8 b8f8 f3f8
2R5/3r1pkp/6p1/5p2/2P1n3/PP3N2/1r4PP/3R2K1 w - - 0 34,d1d7 b2b1 d7d1 b1d1 f3e1 d1e1
1k3r2/1p6/pNnp1q2/2p1p1pQ/4P2p/2PP4/PP4PP/1R3NK1 w - - 6 23,b6d5 f6f2 g1h1 f2f1 b1f1 f8f1
8/R2b1r1k/4p2p/3pP3/2pP3N/2P5/P4nRP/7K w - - 0 36,h1g1 f2h3 g1h1 f7f1 g2g1 f1g1
5r1k/2R3pp/2p5/1p1Pp3/p7/P2Pb2P/BPP2r2/1K5R w - - 1 26,c2c3 f2f1 h1f1 f8f1 b1c2 f1c1
3qkb1r/4pppp/2n2n2/1B1p1Q2/3P4/8/1P3PPP/rNB1K2R b Kk - 1 14,d8d6 f5c8 d6d8 b5c6 f6d7 c6d7
1r6/5p2/3Q1k2/4p2B/4P3/3P2PP/1qP3RK/q4r2 b - - 3 37,f6g5 h3h4 g5h5 g3g4 h5h4 d6h6
3r2k1/5ppp/4p3/2q5/1pP5/p4QP1/P5KP/5R2 b - - 1 29,c5c4 f3f7 g8h8 f7f8 d8f8 f1f8
6k1/3b1ppp/r3p3/n2pP3/rp3P1P/1N4P1/1PP3B1/1K1R3R w - - 4 26,b3c5 a4a1 b1a1 a5b3 a1b1 a6a1
3R1rk1/5ppp/p3p3/1p2q3/4B3/1Pn1PQ1P/P5P1/5RK1 b - - 0 22,f8d8 f3f7 g8h8 f7f8 d8f8 f1f8
r5k1/1p4pp/8/1p1p2B1/6q1/P7/1PP2Q1P/5R1K b - - 0 29,g4g5 f2f7 g8h8 f7f8 a8f8 f1f8
6k1/2pbbppp/5n2/4q3/2PN2N1/4BQ1P/1rP3P1/5R1K b - - 1 21,f6g4 f3f7 g8h8 f7f8 e7f8 f1f8
r1r3k1/pp3ppq/4p2p/3pR2P/3P2n1/5N2/PPP3R1/1K3Q2 w - - 12 25,g2g4 h7c2 b1a1 c2c1 f1c1 c8c1
3r1rk1/p4p1p/3q2pQ/8/1R4N1/8/PPP2PpP/2K3R1 w - - 3 23,b4f4 d6d2 c1b1 d2d1 g1d1 d8d1
2R5/4r1pk/1p5p/p2p1q2/P2P4/8/1P2QPPP/6K1 w - - 0 29,e2e7 f5b1 c8c1 b1c1 e7e1 c1e1
5r1k/q5pp/p1R3n1/3Q4/8/1P6/P4PPP/3R2K1 w - - 3 30,d5d6 a7f2 g1h1 f2f1 d1f1 f8f1
3r4/ppp3p1/6p1/4Q3/5pk1/1q5P/6K1/7R b - - 0 32,g4h4 e5f4 h4h5 f4g4 h5h6 g4h4
r4bk1/1p3ppp/p1q1rn2/3P4/8/2N4P/PPPB1QP1/5RK1 b - - 0 21,f6d5 f2f7 g8h8 f7f8 a8f8 f1f8
4Rrk1/5pbp/6p1/p1p5/P1B2Q1P/2q5/6P1/7K b - - 3 25,f8e8 f4f7 g8h8 f7e8 g7f8 e8f8
8/R3Q3/2Qn2br/3p1k2/5q2/1N2p3/1P2B1PP/6K1 w - - 3 37,e7d6 f4f2 g1h1 f2e1 e2f1 e1f1
2kr4/p4p2/1p1q4/2p2Pr1/3pQ3/3P4/PPP4P/R4R1K w - - 2 23,a1e1 d6h2 h1h2 d8h8 e4h4 h8h4
r5k1/pQ4pp/2p1p3/4q3/8/8/PP5P/5R1K b - - 0 25,a8b8 b7f7 g8h8 f7f8 b8f8 f1f8
r2k4/pppnq1b1/6Q1/3P1R2/8/8/PPPP2PP/RNB3K1 w - - 3 17,b1c3 e7e1 f5f1 g7d4 g1h1 e1f1
4r1k1/7p/p4npP/1p6/1n6/1KrPB3/1P1Q2P1/q2R3R w - - 0 26,b2c3 a1a4 b3b2 a4a2 b2c1 a2a1
5rk1/p6p/p3pqpQ/3n4/8/P4N2/1P3PPP/2R3K1 w - - 0 22,f3g5 f6f2 g1h1 f2f1 c1f1 f8f1
r5k1/pp3ppp/2n5/2Ppr3/1PPN4/P3Pp1q/3QB3/2R2RK1 w - - 0 21,d4f3 h3g3 g1h1 e5h5 f3h2 g3h2
2r5/Q5pp/1p1Pk3/8/8/8/PPP1q3/1K4R1 w - - 5 37,d6d7 e2c2 b1a1 c2c1 g1c1 c8c1
8/3k1Q2/1pr1p3/5p2/P2P3P/4PbB1/2q3PK/8 b - - 3 43,d7c8 f7e8 c8b7 e8b8 b7a6 b8a8
4r3/1q1N1pkp/3p2p1/2pP4/p1Pn4/P2Q4/5PPP/1R4K1 w - - 6 33,b1b7 e8e1 d3f1 d4e2 g1h1 e1f1
2k2r2/2p4Q/p7/1p6/4p3/1P6/PP1q1PPP/4R1K1 w - - 3 27,h7e4 d2f2 g1h1 f2f1 e1f1 f8f1
4r1k1/p4pb1/6p1/3P2Np/2P5/3Q4/PP3qPP/3R3K w - - 1 25,d5d6 e8e1 d1e1 f2e1 d3f1 e1f1
6k1/1p3ppp/2pb2N1/p7/4P3/1P2RB1P/2r2PP1/6K1 w - - 0 26,g6h4 c2c1 f3d1 c1d1 e3e1 d1e1
7k/p1b2prp/5Q2/1b1p4/1P2q3/P1P4P/3K1P2/3R2R1 b - - 2 33,c7e5 f6d8 b5e8 d8e8 g7g8 g1g8
3r1r1k/pp3pbp/2pp2p1/4q3/4PN2/1BPP1Q2/PP5P/1K5R b - - 0 28,f7f5 f4g6 h7g6 f3h3 g7h6 h3h6
7k/3QR1p1/7p/p7/8/2P2r2/r4qPP/6RK w - - 0 33,e7g7 f2g1 h1g1 a2a1 d7d1 a1d1
1k3r2/ppp2Npp/3bR3/3p4/6Q1/8/Pq3PPP/4R1K1 w - - 3 25,f7d6 b2f2 g1h1 f2f1 e1f1 f8f1
r5r1/bpp2p1k/p2p3p/4pP1P/1P2P1NB/2qP4/5PR1/6RK b - - 2 31,c3d3 g4f6 h7h8 g2g8 a8g8 g1g8
2r4k/1pqn2pp/8/3p4/PQ1P2r1/2B4b/1P2R1B1/4R1K1 b - - 2 34,c7g3 e2e8 c8e8 e1e8 d7f8 e8f8
r5k1/ppp3pp/1br5/4PQ2/1Pq5/8/P2B2PP/R2K1R2 b - - 4 22,c4d4 f5f7 g8h8 f7f8 a8f8 f1f8
r1b2r1k/pp3pq1/2n2Np1/4p2p/2P4R/5Q2/PP3PPP/1B3RK1 b - - 1 22,c6d4 h4h5 g6h5 f3h5 g7h6 h5h6
1k2r3/ppp5/1q1r4/3QR3/3pB3/1P1P3p/P7/7K b - - 0 34,e8e5 d5g8 e5e8 g8e8 d6d8 e8d8
3k4/Q3b1p1/3p4/2pPp3/8/6P1/PPPr3r/2KR4 w - - 0 29,d1d2 h2h1 d2d1 e7g5 c1b1 h1d1
3r2k1/Q4ppp/1P6/8/5q2/4p2P/6P1/5RK1 b - - 1 34,f4d4 a7f7 g8h8 f7f8 d8f8 f1f8
4r1k1/1p3ppp/p1p5/2PR3Q/1P1P4/P3r1qP/6P1/5RK1 b - - 0 26,c6d5 h5f7 g8h8 f7f8 e8f8 f1f8
2r4k/1R6/6R1/5p2/7P/r7/5K2/8 w - - 1 42,g6f6 c8c2 f2e1 a3a1 b7b1 a1b1
2r5/3k1p2/p2P2p1/1p2r3/8/3R4/1P3PPP/4R1K1 w - - 0 29,e1e5 c8c1 d3d1 c1d1 e5e1 d1e1
2k2r2/1p3qp1/1bp1p1p1/P2pQ3/3P4/P5P1/2P3PP/1R4K1 w - - 0 27,a5b6 f7f2 g1h1 f2f1 b1f1 f8f1
4R3/3P1pkp/p5p1/2N4n/2P2P2/7P/1r1r2P1/2R3K1 w - - 3 33,d7d8q d2g2 g1f1 h5g3 f1e1 g2g1
6k1/8/p2p3p/1P1rqpp1/1Q2p3/PP6/5PPP/3R2K1 w - - 0 29,d1d5 e5a1 d5d1 a1d1 b4e1 d1e1
8/pp1Q1rkp/3p2n1/8/4P3/2N3R1/PPq3PP/3R2K1 w - - 1 27,d7d6 c2f2 g1h1 f2f1 d1f1 f7f1
6nr/pp3p1p/k1p5/8/1QN5/2P1P3/4KPqP/8 b - - 5 26,b7b5 b4a5 a6b7 c4d6 b7b8 a5d8
8/5pkp/3qp1p1/pQ1p4/3P4/2P1b2P/1P4P1/RR4K1 w - - 0 28,g1f1 d6f4 f1e1 f4f2 e1d1 f2d2
4r1k1/1pp2ppp/p1q1r3/5R2/1Q4n1/P1N3B1/1P3P2/R5K1 w - - 10 27,b4g4 e6e1 a1e1 e8e1 g1h2 e1h1
7R/pbr2prk/1pq1pp1p/7Q/P1P5/4p2N/2P2PPP/3R2K1 b - - 1 23,h7h8 h5h6 h8g8 d1d8 c6e8 d8e8
6r1/ppp3pk/3q1p1p/4nP1Q/5N1R/8/6PK/8 b - - 3 40,e5d3 h5g6 h7h8 h4h6 g7h6 g6h6
3r2k1/1Q4pp/2r1p3/3p4/P3B3/2P1P1bP/1P2K1Pq/R4R2 b - - 4 31,d5e4 b7f7 g8h8 f7f8 d8f8 f1f8
r7/5kpp/2p5/p4Q2/P2Pp3/2bbP1P1/5R1P/q4BK1 b - - 0 35,f7g8 f5f7 g8h8 f7f8 a8f8 f2f8
1r3rk1/1p2Rppp/p7/1n6/6q1/3QR1N1/5PPK/8 b - - 1 37,f8d8 d3d8 b8d8 e7e8 d8e8 e3e8
6rk/1R3pQp/4p3/8/q1p1P3/3p1P2/5P1P/6RK b - - 0 30,g8g7 b7b8 a4e8 b8e8 g7g8 g1g8
4r2k/pp3R1p/3b4/1q1p3N/1P1P4/P7/1B1Qr1PP/2R4K w - - 1 31,d2h6 e2e1 c1e1 e8e1 f7f1 e1f1
r4rk1/1ppb2pp/p4q2/4R3/1PPQ4/2N5/1P3PPP/4R1K1 w - - 3 19,d4d7 f6f2 g1h1 f2f1 e1f1 f8f1
8/7p/8/P5B1/3R3P/1P3p1k/r4P2/6K1 w - - 1 36,b3b4 a2a1 g5c1 a1c1 d4d1 c1d1
r5k1/p5Pp/1p2R3/2p2r2/1n6/1P3P2/1Bq5/K3R3 b - - 1 27,c2b3 e6e8 a8e8 e1e8 f5f8 g7f8q
8/p6R/kpp5/7p/PPK3p1/8/7r/8 b - - 1 40,g4g3 b4b5 c6b5 a4b5 a6a5 h7a7
r3r1k1/1pq2p1p/p1p1bbpB/5p2/8/Q1P1RN2/PP3PPP/4R1K1 b - - 1 20,e6d7 e3e8 a8e8 e1e8 d7e8 a3f8
rn1R2k1/p1p1qppp/1p6/4P3/8/1QP1P3/P5PP/5RK1 b - - 3 19,e7d8 b3f7 g8h8 f7f8 d8f8 f1f8
r2q1k1r/pp1nb1p1/2p2nQp/3p2B1/3P2P1/2N1PN1P/PP3P2/R3K2R b KQ - 0 17,h6g5 f3g5 d8e8 g5e6 f8g8 g6g7
5r2/2qn2k1/2p1Q1pb/pp5p/3pN2P/8/PPP1R1P1/1K1R4 w - - 0 24,d1d4 f8f1 e2e1 f1e1 d4d1 e1d1
5r1k/7p/6p1/p1q5/8/1Q6/P4PPP/b4RK1 w - - 2 35,f1a1 c5f2 g1h1 f2f1 a1f1 f8f1
5r2/3Rn3/bq2B2k/4Q1p1/1pp5/8/5PPP/4R1K1 w - - 2 40,d7e7 b6f2 g1h1 f2f1 e1f1 f8f1
1r1q1r2/4ppkN/2np1np1/2p5/pp2P3/2PP4/PP2BPP1/R1Q1K2R b KQ - 0 17,f8h8 c1h6 g7g8 h7f6 e7f6 h6h8
5r1k/q5pp/4P3/4Q3/1p6/r7/P4PPP/R2R2K1 w - - 3 28,d1d7 a7f2 g1h1 f2f1 a1f1 f8f1
4k3/3bP3/3KN3/3P4/p7/8/8/8 b - - 3 58,d7e6 d6e6 a4a3 d5d6 a3a2 d6d7
